doctor_id,facility_id,age
D4194,F0078,42
D4195,F0119,42
D4196,F0057,43
D4197,F0152,44
D4198,F0038,55
D4199,F0118,36
D4200,F0167,34
D4201,F0184,49
D4202,F0179,54
D4203,F0067,41
D4204,F0238,39
D4205,F0208,52
D4206,F0226,45
D4207,F0141,56
D4208,F0268,37
D4209,F0117,36
D4210,F0242,50
D4211,F0062,45
D4212,F0075,56
D4213,F0159,49
D4214,F0167,44
D4215,F0224,38
D4216,F0090,38
D4217,F0262,57
D4218,F0099,40
D4219,F0161,49
D4220,F0280,59
D4221,F0162,61
D4222,F0205,41
D4223,F0273,36
D4224,F0293,57
D4225,F0150,54
D4226,F0126,43
D4227,F0060,51
D4228,F0162,39
D4229,F0276,55
D4230,F0147,56
D4231,F0105,42
D4232,F0033,47
D4233,F0117,43
D4234,F0072,34
D4235,F0294,37
D4236,F0159,63
D4237,F0042,47
D4238,F0021,37
D4239,F0256,34
D4240,F0280,44
D4241,F0229,64
D4242,F0038,45
D4243,F0030,64
D4244,F0060,48
D4245,F0226,57
D4246,F0230,58
D4247,F0252,33
D4248,F0030,33
D4249,F0046,62
D4250,F0271,62
D4251,F0279,37
D4252,F0218,53
D4253,F0032,62
D4254,F0021,63
D4255,F0017,42
D4256,F0208,59
D4257,F0254,53
D4258,F0190,62
D4259,F0079,37
D4260,F0228,52
D4261,F0018,33
D4262,F0249,44
D4263,F0268,33
D4264,F0216,47
D4265,F0264,58
D4266,F0176,54
D4267,F0141,43
D4268,F0097,46
D4269,F0277,44
D4270,F0210,56
D4271,F0058,41
D4272,F0288,35
D4273,F0018,49
D4274,F0177,59
D4275,F0058,48
D4276,F0200,39
D4277,F0124,34
D4278,F0132,63
D4279,F0202,57
D4280,F0227,37
D4281,F0115,35
D4282,F0300,37
D4283,F0150,45
D4284,F0049,58
D4285,F0002,38
D4286,F0061,59
D4287,F0208,33
D4288,F0162,56
D4289,F0102,42
D4290,F0145,63
D4291,F0252,48
D4292,F0172,41
D4293,F0018,40
D4294,F0015,59
D4295,F0145,45
D4296,F0122,44
D4297,F0256,56
D4298,F0175,50
D4299,F0228,54
D4300,F0176,47
D4301,F0104,35
D4302,F0198,33
D4303,F0187,34
D4304,F0217,51
D4305,F0057,49
D4306,F0193,56
D4307,F0086,61
D4308,F0238,38
D4309,F0240,63
D4310,F0188,62
D4311,F0285,52
D4312,F0162,49
D4313,F0008,38
D4314,F0182,38
D4315,F0234,33
D4316,F0031,53
D4317,F0032,46
D4318,F0082,39
D4319,F0254,37
D4320,F0159,35
D4321,F0293,53
D4322,F0262,54
D4323,F0167,53
D4324,F0204,36
D4325,F0100,34
D4326,F0028,36
D4327,F0120,57
D4328,F0178,56
D4329,F0055,42
D4330,F0067,34
D4331,F0005,43
D4332,F0221,58
D4333,F0270,37
D4334,F0249,58
D4335,F0114,47
D4336,F0179,37
D4337,F0289,62
D4338,F0178,49
D4339,F0089,54
D4340,F0102,36
D4341,F0219,44
D4342,F0134,53
D4343,F0252,53
D4344,F0260,35
D4345,F0011,52
D4346,F0217,63
D4347,F0111,58
D4348,F0156,39
D4349,F0080,62
D4350,F0111,54
D4351,F0100,34
D4352,F0016,37
D4353,F0235,62
D4354,F0043,39
D4355,F0113,36
D4356,F0058,47
D4357,F0049,49
D4358,F0113,51
D4359,F0276,54
D4360,F0284,64
D4361,F0115,57
D4362,F0152,33
D4363,F0296,35
D4364,F0071,33
D4365,F0284,45
D4366,F0032,44
D4367,F0068,62
D4368,F0102,44
D4369,F0012,33
D4370,F0245,61
D4371,F0257,41
D4372,F0116,62
D4373,F0251,57
D4374,F0232,61
D4375,F0241,59
D4376,F0241,37
D4377,F0173,53
D4378,F0034,46
D4379,F0278,53
D4380,F0183,56
D4381,F0271,49
D4382,F0288,43
D4383,F0057,62
D4384,F0121,54
D4385,F0058,61
D4386,F0016,40
D4387,F0290,59
D4388,F0277,43
D4389,F0280,47
D4390,F0266,60
D4391,F0195,44
D4392,F0157,41
D4393,F0298,62
D4394,F0166,63
D4395,F0193,42
D4396,F0064,42
D4397,F0225,40
D4398,F0246,33
D4399,F0204,50
D4400,F0150,41
D4401,F0060,60
D4402,F0011,38
D4403,F0189,53
D4404,F0205,49
D4405,F0232,52
D4406,F0286,36
D4407,F0150,47
D4408,F0249,53
D4409,F0215,43
D4410,F0084,60
D4411,F0254,49
D4412,F0016,44
D4413,F0180,33
D4414,F0283,38
D4415,F0198,48
D4416,F0282,45
D4417,F0017,60
D4418,F0160,58
D4419,F0235,38
D4420,F0193,51
D4421,F0265,47
D4422,F0139,36
D4423,F0205,54
D4424,F0126,50
D4425,F0262,35
D4426,F0036,47
D4427,F0077,56
D4428,F0030,43
D4429,F0211,44
D4430,F0070,36
D4431,F0096,39
D4432,F0251,64
D4433,F0109,52
D4434,F0044,38
D4435,F0007,48
D4436,F0069,39
D4437,F0275,47
D4438,F0165,37
D4439,F0299,52
D4440,F0065,51
D4441,F0106,53
D4442,F0049,47
D4443,F0120,42
D4444,F0169,40
D4445,F0243,39
D4446,F0111,46
D4447,F0232,47
D4448,F0188,54
D4449,F0088,34
D4450,F0274,42
D4451,F0131,60
D4452,F0046,62
D4453,F0289,62
D4454,F0275,42
D4455,F0015,37
D4456,F0271,39
D4457,F0285,37
D4458,F0249,63
D4459,F0077,61
D4460,F0190,58
D4461,F0162,56
D4462,F0187,43
D4463,F0185,48
D4464,F0192,59
D4465,F0155,59
D4466,F0208,49
D4467,F0158,59
D4468,F0005,44
D4469,F0011,46
D4470,F0288,59
D4471,F0273,45
D4472,F0176,57
D4473,F0053,47
D4474,F0235,42
D4475,F0043,40
D4476,F0114,52
D4477,F0099,48
D4478,F0004,44
D4479,F0243,56
D4480,F0153,33
D4481,F0095,35
D4482,F0153,63
D4483,F0001,54
D4484,F0132,50
D4485,F0156,33
D4486,F0102,52
D4487,F0250,46
D4488,F0075,52
D4489,F0042,34
D4490,F0159,50
D4491,F0267,51
D4492,F0113,42
D4493,F0014,34
D4494,F0291,64
D4495,F0134,55
D4496,F0052,52
D4497,F0185,57
D4498,F0096,54
D4499,F0282,37
D4500,F0089,47
D4501,F0166,61
D4502,F0163,42
D4503,F0073,64
D4504,F0150,35
D4505,F0033,43
D4506,F0194,44
D4507,F0228,52
D4508,F0286,38
D4509,F0098,40
D4510,F0086,54
D4511,F0165,42
D4512,F0208,61
D4513,F0298,60
D4514,F0008,42
D4515,F0072,50
D4516,F0079,43
D4517,F0077,44
D4518,F0140,54
D4519,F0262,42
D4520,F0010,37
D4521,F0245,41
D4522,F0186,62
D4523,F0185,41
D4524,F0204,44
D4525,F0035,53
D4526,F0225,36
D4527,F0075,41
D4528,F0155,38
D4529,F0204,62
D4530,F0182,62
D4531,F0097,57
D4532,F0119,40
D4533,F0143,52
D4534,F0013,54
D4535,F0218,60
D4536,F0030,37
D4537,F0138,56
D4538,F0197,39
D4539,F0025,51
D4540,F0299,61
D4541,F0114,34
D4542,F0005,37
D4543,F0198,59
D4544,F0168,33
D4545,F0193,54
D4546,F0226,49
D4547,F0143,44
D4548,F0249,60
D4549,F0112,60
D4550,F0164,43
D4551,F0048,33
D4552,F0186,37
D4553,F0079,36
D4554,F0210,64
D4555,F0241,52
D4556,F0258,54
D4557,F0279,40
D4558,F0037,60
D4559,F0042,56
D4560,F0278,57
D4561,F0115,47
D4562,F0008,55
D4563,F0087,50
D4564,F0251,45
D4565,F0107,52
D4566,F0024,43
D4567,F0217,63
D4568,F0059,55
D4569,F0106,56
D4570,F0002,55
D4571,F0181,47
D4572,F0134,63
D4573,F0261,39
D4574,F0101,51
D4575,F0062,35
D4576,F0050,42
D4577,F0061,51
D4578,F0136,48
D4579,F0027,63
D4580,F0121,52
D4581,F0257,46
D4582,F0231,46
D4583,F0192,52
D4584,F0268,58
D4585,F0235,41
D4586,F0196,51
D4587,F0259,51
D4588,F0038,33
D4589,F0246,62
D4590,F0089,51
D4591,F0220,40
D4592,F0274,53
D4593,F0149,54
D4594,F0027,62
D4595,F0112,34
D4596,F0123,46
D4597,F0282,38
D4598,F0283,51
D4599,F0171,49
D4600,F0286,48
D4601,F0131,64
D4602,F0124,50
D4603,F0251,46
D4604,F0201,35
D4605,F0157,42
D4606,F0138,61
D4607,F0212,47
D4608,F0227,62
D4609,F0148,50
D4610,F0010,50
D4611,F0031,46
D4612,F0044,50
D4613,F0139,35
D4614,F0185,34
D4615,F0242,48
D4616,F0070,52
D4617,F0236,50
D4618,F0200,46
D4619,F0016,42
D4620,F0106,55
D4621,F0091,52
D4622,F0266,34
D4623,F0277,47
D4624,F0246,55
D4625,F0159,58
D4626,F0148,42
D4627,F0094,62
D4628,F0232,53
D4629,F0026,47
D4630,F0082,53
D4631,F0041,60
D4632,F0149,40
D4633,F0090,37
D4634,F0060,47
D4635,F0113,35
D4636,F0259,59
D4637,F0168,64
D4638,F0247,52
D4639,F0275,64
D4640,F0271,35
D4641,F0106,53
D4642,F0264,47
D4643,F0273,41
D4644,F0288,42
D4645,F0106,50
D4646,F0069,53
D4647,F0176,38
D4648,F0280,52
D4649,F0271,62
D4650,F0172,33
D4651,F0045,61
D4652,F0127,52
D4653,F0215,43
D4654,F0169,56
D4655,F0104,52
D4656,F0103,57
D4657,F0018,35
D4658,F0087,34
D4659,F0201,53
D4660,F0073,42
D4661,F0299,40
D4662,F0025,46
D4663,F0177,56
D4664,F0149,38
D4665,F0250,64
D4666,F0267,46
D4667,F0164,37
D4668,F0190,35
D4669,F0210,60
D4670,F0157,36
D4671,F0056,46
D4672,F0129,54
D4673,F0073,49
D4674,F0140,41
D4675,F0185,36
D4676,F0063,55
D4677,F0075,48
D4678,F0247,34
D4679,F0114,38
D4680,F0060,51
D4681,F0214,38
D4682,F0215,45
D4683,F0248,36
D4684,F0228,58
D4685,F0298,53
D4686,F0173,58
D4687,F0087,34
D4688,F0259,45
D4689,F0080,41
D4690,F0088,52
D4691,F0249,59
D4692,F0265,40
D4693,F0102,57
D4694,F0219,51
D4695,F0277,59
D4696,F0240,35
D4697,F0002,64
D4698,F0200,46
D4699,F0051,41
D4700,F0254,38
D4701,F0021,64
D4702,F0298,61
D4703,F0054,37
D4704,F0127,47
D4705,F0071,56
D4706,F0245,51
D4707,F0119,39
D4708,F0224,44
D4709,F0021,44
D4710,F0136,42
D4711,F0274,63
D4712,F0279,39
D4713,F0063,55
D4714,F0119,62
D4715,F0123,58
D4716,F0170,58
D4717,F0162,38
D4718,F0032,37
D4719,F0229,58
D4720,F0068,56
D4721,F0095,56
D4722,F0253,46
D4723,F0207,49
D4724,F0119,33
D4725,F0274,42
D4726,F0119,49
D4727,F0170,37
D4728,F0074,37
D4729,F0055,34
D4730,F0148,39
D4731,F0169,64
D4732,F0242,55
D4733,F0118,63
D4734,F0269,41
D4735,F0183,52
D4736,F0022,61
D4737,F0222,44
D4738,F0173,54
D4739,F0117,55
D4740,F0141,59
D4741,F0091,64
D4742,F0185,52
D4743,F0171,51
D4744,F0135,60
D4745,F0086,54
D4746,F0120,44
D4747,F0150,53
D4748,F0142,50
D4749,F0093,40
D4750,F0175,49
D4751,F0068,52
D4752,F0151,61
D4753,F0037,51
D4754,F0142,38
D4755,F0236,64
D4756,F0246,51
D4757,F0209,42
D4758,F0224,57
D4759,F0020,45
D4760,F0103,44
D4761,F0197,59
D4762,F0241,60
D4763,F0175,49
D4764,F0257,44
D4765,F0082,60
D4766,F0047,38
D4767,F0026,56
D4768,F0175,51
D4769,F0200,60
D4770,F0086,46
D4771,F0236,59
D4772,F0222,33
D4773,F0109,57
D4774,F0072,35
D4775,F0223,53
D4776,F0202,39
D4777,F0052,63
D4778,F0077,57
D4779,F0146,36
D4780,F0154,61
D4781,F0050,41
D4782,F0285,50
D4783,F0117,35
D4784,F0115,36
D4785,F0019,40
D4786,F0263,50
D4787,F0071,50
D4788,F0297,60
D4789,F0149,38
D4790,F0263,56
D4791,F0054,33
D4792,F0050,42
D4793,F0241,38
D4794,F0246,36
D4795,F0163,51
D4796,F0010,61
D4797,F0284,54
D4798,F0118,60
D4799,F0281,51
D4800,F0262,34
D4801,F0256,44
D4802,F0207,59
D4803,F0202,34
D4804,F0160,36
D4805,F0008,59
D4806,F0117,35
D4807,F0220,63
D4808,F0244,57
D4809,F0168,54
D4810,F0213,50
D4811,F0007,35
D4812,F0141,46
D4813,F0153,58
D4814,F0268,61
D4815,F0094,47
D4816,F0069,59
D4817,F0106,57
D4818,F0052,34
D4819,F0168,52
D4820,F0193,52
D4821,F0241,50
D4822,F0292,57
D4823,F0023,61
D4824,F0075,50
D4825,F0091,43
D4826,F0075,64
D4827,F0249,63
D4828,F0042,54
D4829,F0009,53
D4830,F0259,36
D4831,F0289,45
D4832,F0068,39
D4833,F0100,49
D4834,F0151,59
D4835,F0158,40
D4836,F0298,64
D4837,F0122,37
D4838,F0004,36
D4839,F0127,64
D4840,F0167,36
D4841,F0156,56
D4842,F0154,57
D4843,F0277,43
D4844,F0243,35
D4845,F0076,42
D4846,F0107,35
D4847,F0201,54
D4848,F0124,61
D4849,F0129,64
D4850,F0051,58
D4851,F0077,57
D4852,F0223,61
D4853,F0253,57
D4854,F0236,53
D4855,F0093,64
D4856,F0041,43
D4857,F0048,46
D4858,F0119,62
D4859,F0156,42
D4860,F0268,42
D4861,F0270,37
D4862,F0001,41
D4863,F0213,51
D4864,F0090,61
D4865,F0060,37
D4866,F0167,54
D4867,F0011,57
D4868,F0101,61
D4869,F0166,57
D4870,F0082,37
D4871,F0179,48
D4872,F0139,63
D4873,F0240,62
D4874,F0055,52
D4875,F0018,63
D4876,F0159,54
D4877,F0078,35
D4878,F0213,62
D4879,F0028,38
D4880,F0173,45
D4881,F0297,40
D4882,F0028,56
D4883,F0091,33
D4884,F0254,53
D4885,F0161,60
D4886,F0053,58
D4887,F0064,42
D4888,F0230,61
D4889,F0259,44
D4890,F0109,54
D4891,F0143,49
D4892,F0235,35
D4893,F0054,33
D4894,F0062,38
D4895,F0233,62
D4896,F0056,63
D4897,F0232,46
D4898,F0150,63
D4899,F0298,34
D4900,F0010,63
D4901,F0284,40
D4902,F0068,34
D4903,F0011,57
D4904,F0218,45
D4905,F0160,42
D4906,F0252,57
D4907,F0033,43
D4908,F0025,57
D4909,F0171,39
D4910,F0265,35
D4911,F0122,43
D4912,F0240,52
D4913,F0272,40
D4914,F0261,37
D4915,F0153,56
D4916,F0210,48
D4917,F0158,46
D4918,F0203,40
D4919,F0171,33
D4920,F0158,34
D4921,F0132,54
D4922,F0196,35
D4923,F0226,40
D4924,F0276,62
D4925,F0184,44
D4926,F0031,56
D4927,F0177,43
D4928,F0095,62
D4929,F0009,59
D4930,F0022,48
D4931,F0178,54
D4932,F0284,46
D4933,F0152,63
D4934,F0134,44
D4935,F0027,59
D4936,F0203,52
D4937,F0017,53
D4938,F0253,44
D4939,F0245,59
D4940,F0298,56
D4941,F0086,59
D4942,F0049,58
D4943,F0090,38
D4944,F0240,61
D4945,F0066,59
D4946,F0267,40
D4947,F0047,64
D4948,F0015,49
D4949,F0066,43
D4950,F0227,40
D4951,F0181,44
D4952,F0107,34
D4953,F0197,55
D4954,F0195,55
D4955,F0167,54
D4956,F0155,50
D4957,F0031,44
D4958,F0078,56
D4959,F0159,60
D4960,F0041,35
D4961,F0143,45
D4962,F0036,64
D4963,F0237,60
D4964,F0031,64
D4965,F0028,38
D4966,F0192,47
D4967,F0067,37
D4968,F0106,60
D4969,F0095,49
D4970,F0065,40
D4971,F0229,35
D4972,F0208,56
D4973,F0072,58
D4974,F0207,61
D4975,F0215,64
D4976,F0162,59
D4977,F0174,58
D4978,F0281,58
D4979,F0137,64
D4980,F0116,47
D4981,F0162,57
D4982,F0251,59
D4983,F0213,36
D4984,F0023,55
D4985,F0138,43
D4986,F0222,37
D4987,F0068,38
D4988,F0297,36
D4989,F0243,61
D4990,F0254,57
D4991,F0025,36
D4992,F0174,53
D4993,F0159,54
D4994,F0189,49
D4995,F0256,52
D4996,F0106,62
D4997,F0161,49
D4998,F0204,54
D4999,F0226,51
D5000,F0232,45
D5001,F0102,61
D5002,F0300,46
D5003,F0003,58
D5004,F0148,52
D5005,F0183,54
D5006,F0019,57
D5007,F0136,56
D5008,F0179,51
D5009,F0183,52
D5010,F0036,49
D5011,F0084,43
D5012,F0074,56
D5013,F0192,61
D5014,F0099,55
D5015,F0172,57
D5016,F0220,59
D5017,F0240,44
D5018,F0056,35
D5019,F0272,43
D5020,F0050,57
D5021,F0007,59
D5022,F0014,49
D5023,F0061,57
D5024,F0262,35
D5025,F0063,53
D5026,F0209,54
D5027,F0126,49
D5028,F0012,55
D5029,F0134,48
D5030,F0009,49
D5031,F0143,52
D5032,F0168,58
D5033,F0157,40
D5034,F0085,42
D5035,F0230,46
D5036,F0180,39
D5037,F0077,43
D5038,F0131,44
D5039,F0033,43
D5040,F0277,46
D5041,F0226,49
D5042,F0087,55
D5043,F0203,42
D5044,F0204,60
D5045,F0183,48
D5046,F0017,56
D5047,F0264,36
D5048,F0287,38
D5049,F0293,47
D5050,F0295,44
D5051,F0279,48
D5052,F0222,38
D5053,F0018,48
D5054,F0140,54
D5055,F0074,56
D5056,F0066,40
D5057,F0250,44
D5058,F0244,49
D5059,F0157,49
D5060,F0221,58
D5061,F0039,45
D5062,F0067,54
D5063,F0259,61
D5064,F0136,42
D5065,F0164,59
D5066,F0139,43
D5067,F0061,43
D5068,F0248,53
D5069,F0228,52
D5070,F0206,50
D5071,F0106,40
D5072,F0193,36
D5073,F0286,62
D5074,F0195,60
D5075,F0149,61
D5076,F0082,49
D5077,F0157,61
D5078,F0112,48
D5079,F0184,35
D5080,F0014,39
D5081,F0058,41
D5082,F0237,45
D5083,F0115,63
D5084,F0130,43
D5085,F0164,52
D5086,F0132,41
D5087,F0228,53
D5088,F0074,51
D5089,F0228,37
D5090,F0063,47
D5091,F0112,36
D5092,F0177,61
D5093,F0266,55
D5094,F0070,63
D5095,F0177,61
D5096,F0020,40
D5097,F0023,55
D5098,F0231,36
D5099,F0216,63
D5100,F0113,58
D5101,F0187,54
D5102,F0115,64
D5103,F0084,60
D5104,F0130,60
D5105,F0094,36
D5106,F0245,33
D5107,F0124,63
D5108,F0097,41
D5109,F0161,46
D5110,F0228,34
D5111,F0083,52
D5112,F0282,59
D5113,F0140,59
D5114,F0199,51
D5115,F0288,54
D5116,F0130,49
D5117,F0060,47
D5118,F0225,50
D5119,F0002,62
D5120,F0138,41
D5121,F0294,48
D5122,F0125,52
D5123,F0206,51
D5124,F0158,33
D5125,F0065,42
D5126,F0096,53
D5127,F0158,55
D5128,F0032,56
D5129,F0125,64
D5130,F0125,54
D5131,F0251,51
D5132,F0038,43
D5133,F0253,44
D5134,F0124,59
D5135,F0196,47
D5136,F0168,55
D5137,F0090,36
D5138,F0280,37
D5139,F0068,39
D5140,F0011,39
D5141,F0226,52
D5142,F0187,53
D5143,F0268,50
D5144,F0138,42
D5145,F0006,51
D5146,F0007,36
D5147,F0130,48
D5148,F0075,37
D5149,F0277,35
D5150,F0036,38
D5151,F0265,36
D5152,F0066,48
D5153,F0036,50
D5154,F0083,52
D5155,F0044,47
D5156,F0121,38
D5157,F0100,33
D5158,F0159,55
D5159,F0162,64
D5160,F0001,41
D5161,F0038,39
D5162,F0049,42
D5163,F0059,39
D5164,F0029,40
D5165,F0095,48
D5166,F0165,58
D5167,F0093,55
D5168,F0099,63
D5169,F0141,44
D5170,F0165,48
D5171,F0100,45
D5172,F0067,34
D5173,F0123,45
D5174,F0008,41
D5175,F0148,48
D5176,F0283,38
D5177,F0120,56
D5178,F0033,59
D5179,F0213,63
D5180,F0039,35
D5181,F0059,36
D5182,F0044,63
D5183,F0266,60
D5184,F0295,51
D5185,F0171,43
D5186,F0186,49
D5187,F0194,50
D5188,F0184,60
D5189,F0164,49
D5190,F0297,33
D5191,F0220,55
D5192,F0027,57
D5193,F0118,42
D5194,F0293,36
D5195,F0122,37
D5196,F0062,59
D5197,F0261,47
D5198,F0187,49
D5199,F0169,63
D5200,F0127,34
D5201,F0038,39
D5202,F0116,59
D5203,F0132,50
D5204,F0280,33
D5205,F0093,55
D5206,F0045,37
D5207,F0129,58
D5208,F0300,58
D5209,F0145,59
D5210,F0114,47
D5211,F0201,41
D5212,F0195,61
D5213,F0090,50
D5214,F0291,53
D5215,F0178,37
D5216,F0018,52
D5217,F0123,51
D5218,F0277,42
D5219,F0119,57
D5220,F0171,37
D5221,F0184,56
D5222,F0212,63
D5223,F0262,51
D5224,F0045,36
D5225,F0156,50
D5226,F0161,49
D5227,F0046,50
D5228,F0203,41
D5229,F0036,53
D5230,F0137,41
D5231,F0100,50
D5232,F0047,52
D5233,F0247,53
D5234,F0074,58
D5235,F0077,61
D5236,F0257,57
D5237,F0264,58
D5238,F0011,60
D5239,F0084,40
D5240,F0213,42
D5241,F0234,50
D5242,F0300,47
D5243,F0167,55
D5244,F0003,33
D5245,F0263,37
D5246,F0049,56
D5247,F0037,59
D5248,F0203,42
D5249,F0182,42
D5250,F0018,50
D5251,F0051,48
D5252,F0177,38
D5253,F0077,49
D5254,F0206,59
D5255,F0124,56
D5256,F0177,59
D5257,F0143,53
D5258,F0110,61
D5259,F0103,40
D5260,F0210,34
D5261,F0155,36
D5262,F0179,64
D5263,F0174,53
D5264,F0063,40
D5265,F0274,60
D5266,F0169,42
D5267,F0216,52
D5268,F0265,40
D5269,F0278,36
D5270,F0201,41
D5271,F0237,40
D5272,F0142,50
D5273,F0222,33
D5274,F0097,40
D5275,F0214,51
D5276,F0026,45
D5277,F0275,53
D5278,F0074,53
D5279,F0197,63
D5280,F0004,59
D5281,F0047,40
D5282,F0296,55
D5283,F0251,53
D5284,F0067,52
D5285,F0040,58
D5286,F0245,37
D5287,F0298,45
D5288,F0051,59
D5289,F0200,61
D5290,F0086,34
D5291,F0224,48
D5292,F0126,41
D5293,F0038,38
D5294,F0098,34
D5295,F0162,50
D5296,F0240,54
D5297,F0007,50
D5298,F0288,44
D5299,F0195,57
D5300,F0263,53
D5301,F0280,62
D5302,F0047,44
D5303,F0029,40
D5304,F0234,47
D5305,F0057,49
D5306,F0045,47
D5307,F0141,59
D5308,F0275,34
D5309,F0239,49
D5310,F0156,46
D5311,F0059,39
D5312,F0101,53
D5313,F0207,58
D5314,F0048,50
D5315,F0158,35
D5316,F0004,35
D5317,F0098,46
D5318,F0075,54
D5319,F0205,43
D5320,F0275,42
D5321,F0044,60
D5322,F0240,33
D5323,F0197,35
D5324,F0291,37
D5325,F0274,64
D5326,F0031,48
D5327,F0223,38
D5328,F0178,42
D5329,F0034,64
D5330,F0078,55
D5331,F0279,40
D5332,F0163,40
D5333,F0102,35
D5334,F0097,57
D5335,F0252,37
D5336,F0086,42
D5337,F0048,44
D5338,F0173,52
D5339,F0298,52
D5340,F0055,58
D5341,F0077,42
D5342,F0141,45
D5343,F0060,45
D5344,F0196,34
D5345,F0077,56
D5346,F0039,50
D5347,F0079,48
D5348,F0280,64
D5349,F0281,38
D5350,F0152,64
D5351,F0121,54
D5352,F0246,40
D5353,F0059,54
D5354,F0197,57
D5355,F0205,44
D5356,F0214,44
D5357,F0066,59
D5358,F0215,38
D5359,F0184,33
D5360,F0263,54
D5361,F0053,62
D5362,F0185,49
D5363,F0249,37
D5364,F0084,50
D5365,F0224,41
D5366,F0030,59
D5367,F0216,52
D5368,F0182,43
D5369,F0058,52
D5370,F0020,54
D5371,F0224,54
D5372,F0073,44
D5373,F0150,51
D5374,F0019,34
D5375,F0290,45
D5376,F0165,45
D5377,F0280,50
D5378,F0049,63
D5379,F0062,63
D5380,F0184,48
D5381,F0182,53
D5382,F0238,36
D5383,F0279,48
D5384,F0247,55
D5385,F0043,54
D5386,F0093,63
D5387,F0275,47
D5388,F0165,62
D5389,F0261,64
D5390,F0169,51
D5391,F0015,35
D5392,F0142,45
D5393,F0248,57
D5394,F0197,51
D5395,F0040,62
D5396,F0064,59
D5397,F0257,35
D5398,F0294,60
D5399,F0226,44
D5400,F0030,59
D5401,F0186,49
D5402,F0249,47
D5403,F0193,35
D5404,F0179,36
D5405,F0141,52
D5406,F0074,51
D5407,F0085,50
D5408,F0224,38
D5409,F0021,49
D5410,F0026,34
D5411,F0119,37
D5412,F0233,48
D5413,F0198,52
D5414,F0177,53
D5415,F0161,64
D5416,F0034,60
D5417,F0100,45
D5418,F0024,58
D5419,F0228,36
D5420,F0226,60
D5421,F0078,45
D5422,F0088,57
D5423,F0096,64
D5424,F0267,55
D5425,F0147,62
D5426,F0229,33
D5427,F0135,38
D5428,F0210,53
D5429,F0159,50
D5430,F0084,36
D5431,F0263,55
D5432,F0213,34
D5433,F0231,64
D5434,F0285,38
D5435,F0075,47
D5436,F0028,59
D5437,F0175,49
D5438,F0098,56
D5439,F0131,55
D5440,F0071,63
D5441,F0120,47
D5442,F0118,64
D5443,F0106,49
D5444,F0223,61
D5445,F0178,56
D5446,F0143,37
D5447,F0034,53
D5448,F0172,61
D5449,F0053,37
D5450,F0095,59
D5451,F0125,36
D5452,F0043,60
D5453,F0117,58
D5454,F0081,37
D5455,F0255,56
D5456,F0258,36
D5457,F0002,51
D5458,F0181,62
D5459,F0193,39
D5460,F0114,38
D5461,F0141,46
D5462,F0237,44
D5463,F0114,34
D5464,F0020,47
D5465,F0112,41
D5466,F0077,36
D5467,F0115,41
D5468,F0070,33
D5469,F0045,62
D5470,F0296,64
D5471,F0039,44
D5472,F0212,61
D5473,F0216,47
D5474,F0186,62
D5475,F0274,38
D5476,F0002,42
D5477,F0091,56
D5478,F0056,40
D5479,F0174,59
D5480,F0191,46
D5481,F0270,45
D5482,F0114,47
D5483,F0071,58
D5484,F0278,33
D5485,F0202,57
D5486,F0230,57
D5487,F0134,59
D5488,F0135,64
D5489,F0117,58
D5490,F0225,49
D5491,F0064,47
D5492,F0293,45
D5493,F0053,59
D5494,F0139,45
D5495,F0095,51
D5496,F0193,36
D5497,F0205,43
D5498,F0276,41
D5499,F0237,46
D5500,F0075,49
D5501,F0062,55
D5502,F0266,46
D5503,F0147,37
D5504,F0030,50
D5505,F0248,34
D5506,F0195,60
D5507,F0008,57
D5508,F0235,40
D5509,F0183,41
D5510,F0185,33
D5511,F0260,44
D5512,F0149,34
D5513,F0139,62
D5514,F0186,37
D5515,F0060,54
D5516,F0046,51
D5517,F0254,40
D5518,F0065,58
D5519,F0152,36
D5520,F0081,61
D5521,F0070,56
D5522,F0180,53
D5523,F0241,61
D5524,F0133,45
D5525,F0042,42
D5526,F0074,37
D5527,F0050,62
D5528,F0265,45
D5529,F0096,59
D5530,F0113,43
D5531,F0022,63
D5532,F0134,60
D5533,F0275,42
D5534,F0123,48
D5535,F0196,58
D5536,F0055,40
D5537,F0043,33
D5538,F0220,42
D5539,F0020,51
D5540,F0135,37
D5541,F0096,43
D5542,F0005,62
D5543,F0160,35
D5544,F0290,34
D5545,F0021,46
D5546,F0245,33
D5547,F0162,33
D5548,F0218,38
D5549,F0029,36
D5550,F0261,58
D5551,F0004,36
D5552,F0273,49
D5553,F0198,55
D5554,F0102,53
D5555,F0003,53
D5556,F0184,44
D5557,F0027,61
D5558,F0183,35
D5559,F0232,36
D5560,F0081,60
D5561,F0072,35
D5562,F0067,39
D5563,F0068,38
D5564,F0035,34
D5565,F0075,36
D5566,F0198,51
D5567,F0091,54
D5568,F0235,35
D5569,F0246,63
D5570,F0229,36
D5571,F0162,54
D5572,F0095,58
D5573,F0279,49
D5574,F0062,48
D5575,F0140,36
D5576,F0137,40
D5577,F0224,60
D5578,F0165,44
D5579,F0240,34
D5580,F0276,56
D5581,F0118,54
D5582,F0263,35
D5583,F0051,34
D5584,F0275,36
D5585,F0054,34
D5586,F0256,52
D5587,F0118,37
D5588,F0290,52
D5589,F0039,38
D5590,F0140,64
D5591,F0271,56
